restaurant,lat,long,price,
7seas-seafood-restaurant,8.992128812124237,38.78839284181595,274.1774193548387
aarabon,8.99,38.72,125.62962962962963
addis-chicken-malta-new-years-combo,8.997620925431761,38.78511250521123,455
addis-chicken-bole,9,38.79,233.75
addis-chicken-kazanchis,9.02,38.77,221.78571428571428
agnese,8.992731514675485,38.72422635555267,340.0943396226415
aladdin,8.990957727253363,38.78210697053737,263.11538461538464
amelias-pasticceria,9.021803567681872,38.877445260227574,175.64705882352942
amsterdam,8.987740312535076,38.787239491939545,306.90816326530614
andiamo,9.026693173674877,38.79294991493225,259.2567567567568
andualem-cafe,9.04,38.77,144.68115942028984
antica,8.996440431365128,38.77931356430054,261.6533333333333
ararat-club,9.040298133703718,38.75809729099274,90.33333333333333
arirang2,8.993084525703864,38.72369393706322,265.53333333333336
arirang,8.999725440119388,38.71986508369446,328.09615384615387
azmera-bisrategebriel,8.995585433445271,38.729855261618894,119.74193548387096
azmera-bole,9,38.79,120.71428571428571
babi's-bistro,8.995535989138318,38.729676604275454,214.890625
bake-brew,8.997934497220196,38.73956516981127,146.66666666666666
bella-pasta-&-pizza-bole,8.9954708182424,38.790884613990784,177.77906976744185
bella-pasta-&-pizza-jacros,9.004202541113786,38.81865620613098,179.4
bella-pasta-sarbet,8.994872,38.729066,177.77906976744185
belvedere,9.01,38.77,204.1304347826087
beshale,9.019728983606953,38.82486321988304,256.35714285714283
bettucci-ristorante-and-pizzeria,9.01314068222955,38.85238766670227,267.6666666666667
boss,8.997074953130038,38.78487272076447,175
caramel,8.992017543851224,38.7816296517849,185.77272727272728
chaka-buna-bole,8.99,38.79,162.70666666666668
chaka-hayahulet,9.011402,38.78103,156.2608695652174
chanoly-noodles,8.99389293068728,38.78477059794517,238.5483870967742
chanoly-sarbet,8.986728692154301,38.73770402908261,239.13793103448276
chicken-hut-century,9.019353633675834,38.81391066074417,177.23076923076923
chicken-hut-piassa,9.028117,38.751719,178.05882352941177
china-bar,9.01,38.76,326.54545454545456
choma,8.999253884244528,38.740652203559875,142.35294117647058
cold-stone-old-airport,8.990123978961389,38.72486183443703,209.3181818181818
cork-wine,9.021901117481887,38.841551542282104,180.70833333333334
cupcake,8.99552014013328,38.78533348822472,135
dashen-restaurant,9.02,38.77,210.3859649122807
debonairs-bole,9.0016401,38.777432,171.98181818181817
debonairs-meskel-flower,8.986966723032175,38.76496374607086,171.98181818181817
debonairs-sarbet,8.992155589126444,38.739813226856924,171.98181818181817
delmelá,8.992053308656994,38.78837004303932,153.1851851851852
dink-donut,9.03558837506216,38.777634501457214,122.8
dok-italian,8.994017,38.790492,278.2307692307692
do'nut-stop,8.999669807154897,38.72028551995754,203.42105263157896
dorowhaaat-sarbet,8.992434799698716,38.739638328552246,233.75
effoi-bole,9.002463771520146,38.779703764184546,202.5
effoi-kazanchis,9.013251780815722,38.768515513781836,202.57142857142858
effoi-sarbet,8.99841068026641,38.739646528410276,201.4
eliana,9.030319995142492,38.751051425935174,286.6363636363636
five-loaves,9.023322581405248,38.77756086391514,276.25
flamingo,9.01,38.76,168.07692307692307
food-lovers,8.995915357169636,38.78778934478791,191.21428571428572
four-seasons,8.996798074893919,38.7439888715744,313.6666666666667
fresh-kitchen-cmc,9.020445474764262,38.85393530130386,143.52631578947367
fresh-kitchen-global,8.993681265890315,38.75923454761505,144.78947368421052
galani,9.006761616547971,38.81773352622986,356.25
gebeta-restaurant,8.993312168395732,38.79228270345607,205.56603773584905
grand-kubi,8.993721004380546,38.79078269004822,193.65671641791045
grub-on,8.999881742211938,38.78829896450043,196.66666666666666
gusto,9.021856442552277,38.75194570562883,338.1454545454545
hotbox,9.003688604523234,38.804601430894195,202.125
hyatt,9.010359126738292,38.76408934593201,173
hyatt-regency,9.010359126738292,38.76408934593201,330
inter-bistro,9.016185798657004,38.76911982893944,341.9
intercontinental,9.02,38.77,229
istanbul-restaurant,8.992763305551446,38.78469944000244,190
kelis-gourmet,9.01156314552966,38.76705586910248,169.47619047619048
la-morena,8.998651587391425,38.7399493617022,174.44444444444446
la-nouvelle,8.992337709059342,38.78850936604272,219.38
laba-wings,9.012287355324721,38.76246493732274,179
le-cafe,9.009510748051712,38.77272069454193,167.21621621621622
lela-sishu,9.005306746027383,38.780674990300895,158.33333333333334
lime-tree-bole,8.990324978944296,38.783780342683485,223.0952380952381
little-china,8.994715789831577,38.79284530878067,145.55555555555554
little-china-century,9.019615000811045,38.81413400173187,158.66666666666666
love-donut,9.015000251526544,38.80060976689734,43.333333333333336
loving-hut,8.998524913279372,38.786289813058374,106.3913043478261
mc-winebar,9.01,38.76,259.5
mamas-kitchen-bole,9,38.79,244.75
mamas-kitchen-meskel-flower,8.991661220223035,38.773359060287476,244.75
mamma,9.021365954826308,38.771364611855546,300
mimis,9.000175801897939,38.784141540527344,197.0493827160494
miss-donut-sarbet,9.001805047178173,38.73807191848755,106.84848484848484
mks-kitchen,9.0006663,38.7809908,305.09411764705885
mokodo-authentic-italian-pizza,8.985679169717528,38.787639141082764,235.01960784313727
motherland-wollosefer,8.98869405074425,38.771352767944336,129.33333333333334
motherland-salmon,8.989891518495362,38.787617683410645,153.0344827586207
moyos-cafe,9.005537713165571,38.78119111061096,221.55555555555554
natani-cafe,8.989086142390724,38.78770351409912,186.2704918032787
occasion-cafe,9,38.79,148.80357142857142
om-indian-bistro,8.986580139394036,38.78102785593171,134.26027397260273
opium,9.001125616362181,38.779241144657135,232.83333333333334
pizza-corner-atlas,9.009736585195611,38.78040924668312,174.64912280701753
pizza-corner-mexico,9.014869032448416,38.74476686804337,169.51923076923077
pizza-hut-bole-morningstar,8.996821917783263,38.786389231681824,247.41379310344828
pizza-hut-century-mall,9.019609702725457,38.81411254405975,234.8684210526316
pizza-hut-cmc,9.022045011499747,38.835576026688614,238.3783783783784
pizza-hut-kazanchis,9.016234806410434,38.76854047179222,239.14285714285714
pizza-hut-sarbet,8.990468216155682,38.725042075614056,256.42857142857144
prime,9.002340524321937,38.77973001996804,168.65
queen,9,38.77,194.41176470588235
radisson-blu,9.02,38.77,321.53846153846155
rainbow,8.992050129696011,38.79394233225804,318.6170212765957
romina,9.029326141693474,38.785058284330006,179.66666666666666
sakura,8.986521643391503,38.77577304840088,268.95652173913044
salegegn,8.99072868386361,38.720701932907104,128.66666666666666
sangam,8.996382148682503,38.77117574214935,192.74074074074073
savor,9.000329440816333,38.781404346227646,248.13333333333333
shifta,8.997672313142942,38.78492742776871,129.54545454545453
sichuan,9.016515965993747,38.766863693106615,337.3076923076923
sishu,8.987316428080547,38.74475598335266,136.13333333333333
skylight,8.987647577054178,38.79053320543057,301.42105263157896
sosha,8.991766048393771,38.78828606840045,200.15625
tefftastic-sarbet,8.992434799698716,38.739638328552246,245
temsalet-kitchen,8.994024341379031,38.73987436294556,124.52173913043478
the-bake-shop,9.005991249329153,38.78245134382291,382.7586206896552
the-daily-cafe,8.998798222927578,38.79039108753204,149.63333333333333
the-kitchen-hyatt,9.010500152375798,38.76358343124207,327.1794871794872
tian-tian-chinese-kitchen,8.999520751266198,38.78518446669159,337.1276595744681
tokyo,9.000405143290266,38.78536104114707,304.14285714285717
tortilla,9.01,38.77,175
totot,9.007054740644065,38.80632729565286,300.6
trattoria,9.01405185381428,38.76949555525806,182.52542372881356
truluv,8.998493007857803,38.74008173460652,143.57142857142858
tryst,9.004984238439278,38.78081605231429,148.3846153846154
umami,8.990584956211464,38.78270366668792,211.06896551724137
variety-restaurant,8.996413939237812,38.787633776664734,181.51111111111112
village-restaurant,9.012303568734508,38.762635588645935,141.85
villaverde,8.986118951816884,38.76292526721954,330.28767123287673
woinshet,9.013543343726031,38.784093260765076,100.61904761904762
yimana,8.9937634,38.7905966,193.5
zhua-fun-chinese-restaurant,8.99986319789941,38.78916800022125,405.25
zola-international,9.003879343963243,38.79725217819214,180.28571428571428